,Outcome,Country(ies),Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,Income Growth,Ethiopia,Rainfall Shocks,1995,No Rainfall Shocks,Percentage,-20,NA,NA,NA,NA,NA,Page 9,Income growth reduced by one fifth due to rainfall shocks between 1989 and 1995.
1,Poverty,Ethiopia,Rainfall Shocks,1995,No Rainfall Shocks,Percentage,-15,NA,NA,NA,NA,NA,Page 9,There would be 15% less poverty in absence of rainfall shocks.
2,Economic Growth,Ethiopia,Drought/Flood,2006,No CC,Percentage points,-33,NA,NA,NA,NA,NA,Page 10,"Reduced economic growth by more than one third (Grey and Sadoff, 2006)."
3,GDP,Kenya,El Niño/La Niña,1997,No CC,%,-10,NA,NA,NA,NA,NA,Page 10,Annual damages due to flooding associated with El Niño in 1997-1998 and La Niña drought in 1998-2000.
4,GDP,Kenya,El Niño/La Niña,1998,No CC,%,-16,NA,NA,NA,NA,NA,Page 10,Annual damages due to flooding associated with El Niño in 1997-1998 and La Niña drought in 1998-2000.
5,Per capita GDP,Sub-Saharan Africa,Climate variability,2011,Mean precip/temp,NA,-1,NA,NA,NA,NA,NA,Page 12,Reports inverse association.
6,Farm income,Brazil,Climate variability,2005,Climate means,NA,1,NA,NA,NA,NA,NA,Page 12,
7,Farm income,US,Mean climate,2005,Climate variability,NA,1,NA,NA,NA,NA,NA,Page 12,
8,Agricultural production,Sub-Saharan Africa (SSA),Drought,1960,Non-SSA poor,NA,-1,NA,NA,NA,NA,NA,Page 12,Implies lower agricultural production.
9,Economic growth,Global,2.5C warming,2000,No CC,%,-0.2,NA,NA,NA,NA,NA,Page 13,"Based on Nordhaus and Boyer, 2000"
10,Economic growth,Global,2.5C warming,2000,No CC,%,-0.4,NA,NA,NA,NA,NA,Page 13,"Based on Nordhaus and Boyer, 2000"
11,Economic growth,Global,1C warming,2002,No CC,% per 1C,2.3,NA,NA,NA,NA,NA,Page 13,"Based on Tol, 2002"
12,Economic output,Global,Climate-output spatial,2006,No CC,%,-1,NA,NA,NA,NA,NA,Page 13,"Based on Nordhaus, 2006"
13,Economic output,Global,Climate-output spatial,2006,No CC,%,-3,NA,NA,NA,NA,NA,Page 13,"Based on Nordhaus, 2006"
14,Industrial GDP,Sub-Saharan Africa,moderate and severe drought,2023,No drought,NA,-1,NA,NA,NA,NA,NA,Page 23,"Value is qualitatively negative, but no specific amount is provided."
15,Agricultural GDP,Sub-Saharan Africa,Drought,2023,No drought,NA,-1,NA,NA,NA,NA,NA,Page 23,"Value is qualitatively negative, but no specific amount is provided; Significant at the 99% confidence level."
16,Poverty headcounts,Sub-Saharan Africa,NA,2023,NA,NA,0,NA,NA,NA,NA,NA,Page 23,Poverty headcounts below one and two dollars a day were analyzed as alternatives to GDP as measures of economic progress; Assumed no change in this row.
17,GDP per capita,Sub-Saharan Africa,Panel-Regressions,2011,No drought,NA,-1,NA,NA,NA,NA,NA,Page 27,Persistent dry conditions (drought) have a consistent negative effect on GDP per capita.
18,Agricultural GDP per capita,Sub-Saharan Africa,Panel-Regressions,2011,No drought,NA,-1,NA,NA,NA,NA,NA,Page 27,Persistent dry conditions (drought) have a consistent negative effect on Agricultural GDP per capita.
19,Poverty,Sub-Saharan Africa,Panel-Regressions,2011,No severe drought,NA,1,NA,NA,NA,NA,NA,Page 27,"Severe drought (WASP(-2) index) is significant at the 99% confidence interval across all model specifications, increasing poverty."
20,Industrial Value Added,Sub-Saharan Africa,Cross-country,2011,No drought,NA,-1,NA,NA,NA,NA,NA,Page 27,The results for Industrial Value Added are similar but slightly less significant than the other results.
21,Poverty,Sub-Saharan Africa,Severe drought,2001,No drought,Headcount,0,NA,99%,NA,NA,NA,Page 29,"Severe drought was strongly associated (99% CI) with increasing poverty counts, results that are consistent with those of Dercon (2001) which found rainfall shocks were the primary reason households fell into poverty. Since no quantification is provided, zero is reported."
