,Outcome,Country(ies),Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,Yield,13 Regions,RCP 8.5,2050,No CC,%,-17,NA,NA,NA,NA,NA,Page 1,Mean biophysical yield effect with no incremental CO2 fertilization.
1,Yield,13 Regions,RCP 8.5,2050,Unchanging Climate,%,-11,NA,NA,NA,NA,NA,Page 1,Endogenous economic responses reduce yield loss.
2,Crop-land area,13 Regions,RCP 8.5,2050,Unchanging Climate,%,11,NA,NA,NA,NA,NA,Page 1,Endogenous economic responses increase area of major crops.
3,Consumption,13 Regions,RCP 8.5,2050,Unchanging Climate,%,-3,NA,NA,NA,NA,NA,Page 1,Endogenous economic responses reduce consumption.
4,Yield,Global,RCP 8.5,2050,No CC,%,-17,0.13,5%,NA,95%,NA,2,Mean biophysical effect of the climate change shock on yields (YEXO)
5,Yield,Global,RCP 8.5,2050,No CC,%,-11,0.17,5%,NA,95%,NA,2,Final yield change (YTOT)
6,Crop area,Global,RCP 8.5,2050,No CC,%,11,0.25,5%,NA,95%,NA,2,Mean area increase (AREA)
7,Production,Global,RCP 8.5,2050,No CC,%,-2,0.25,5%,NA,95%,NA,2,Mean decline in production (PROD)
8,Consumption,Global,RCP 8.5,2050,No CC,%,-3,0.06,5%,NA,95%,NA,2,Mean decline in consumption (CONS)
9,Trade Share,Global,RCP 8.5,2050,No CC,%,1,0.26,5%,NA,95%,NA,2,Share of global trade in world production increases
10,Producer Prices,Global,RCP 8.5,2050,No CC,%,20,0.24,5%,NA,95%,NA,2,Average producer prices (PRICE) increase
11,Total Yield,13 Regions,RCP 8.5,2050,No CC,%/YEXO change,0.923,NA,NA,NA,NA,NA,"Table 2, p.3277","AIM Model, Slope"
12,Yield Response,13 Regions,RCP 8.5,2050,No CC,%/YEXO change,-0.143,NA,NA,NA,NA,NA,"Table 2, p.3277","AIM Model, Slope"
13,Area,13 Regions,RCP 8.5,2050,No CC,%/YEXO change,-1.140,NA,NA,NA,NA,NA,"Table 2, p.3277","AIM Model, Slope"
14,Production,13 Regions,RCP 8.5,2050,No CC,%/YEXO change,0.293,NA,NA,NA,NA,NA,"Table 2, p.3277","AIM Model, Slope"
15,Trade,13 Regions,RCP 8.5,2050,No CC,%/YEXO change,-0.216,NA,NA,NA,NA,NA,"Table 2, p.3277","AIM Model, Slope"
16,Consumption,13 Regions,RCP 8.5,2050,No CC,%/YEXO change,0.122,NA,NA,NA,NA,NA,"Table 2, p.3277","AIM Model, Slope"
17,Price,13 Regions,RCP 8.5,2050,No CC,%/YEXO change,-0.931,NA,NA,NA,NA,NA,"Table 2, p.3277","AIM Model, Slope"
18,Total Yield,13 Regions,RCP 8.5,2050,No CC,%/YEXO change,0.654,NA,NA,NA,NA,NA,"Table 2, p.3277","ENVISAGE Model, Slope"
19,Yield Response,13 Regions,RCP 8.5,2050,No CC,%/YEXO change,-0.679,NA,NA,NA,NA,NA,"Table 2, p.3277","ENVISAGE Model, Slope"
20,Area,13 Regions,RCP 8.5,2050,No CC,%/YEXO change,-0.195,NA,NA,NA,NA,NA,"Table 2, p.3277","ENVISAGE Model, Slope"
21,Production,13 Regions,RCP 8.5,2050,No CC,%/YEXO change,0.537,NA,NA,NA,NA,NA,"Table 2, p.3277","ENVISAGE Model, Slope"
22,Trade,13 Regions,RCP 8.5,2050,No CC,%/YEXO change,-0.331,NA,NA,NA,NA,NA,"Table 2, p.3277","ENVISAGE Model, Slope"
