,Impacted Sector,Solution,Country(ies),Scenario,Quantification,Expression,Type of Value,Sample,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,Hydropower/Energy,Infrastructure,Nepal,A2,Hydropower production benefits,MonetaryBenefits,Economic,Need,%,0,NA,NA,NA,NA,NA,"Page 43, Figure 6","Range of changes in hydropower production from potential new dams in Nepal across GCMs, relative to mean historical flow conditions, for the A2 emissions scenario for 2050. The figure is a radar chart, so no specific numbers are reported. Although values are not reported, providing zero as placeholder since it should be numeric."
1,Hydropower/Energy,Water management,Ganges basin,Historical,Optimal hydropower production,MonetaryBenefits,Economic,Need,%,5,NA,NA,NA,NA,NA,Page 19,Decrease in optimal hydropower production moving from low to high value cases.
2,Hydropower/Energy,Water management,Ganges basin,Historical,Optimal hydropower production,MonetaryBenefits,Economic,Need,%,10,NA,NA,NA,NA,NA,Page 19,Decrease in optimal hydropower production moving from low to high value cases.
3,Hydropower/Energy,Water management,Ganges basin,Climate change,Optimal hydropower production,MonetaryBenefits,Economic,Need,%,5,NA,NA,NA,NA,NA,Page 19,Decrease in optimal hydropower production moving from low to high value cases.
4,Hydropower/Energy,Water management,Ganges basin,Climate change,Optimal hydropower production,MonetaryBenefits,Economic,Need,%,10,NA,NA,NA,NA,NA,Page 19,Decrease in optimal hydropower production moving from low to high value cases.
5,Hydropower/Energy,Infrastructure,Ganges basin,Various GCMs,MonetaryBenefits,MonetaryBenefits,Economic,Need,billion USD / yr,6,NA,NA,NA,NA,9,Page 45,Benefits from development of all dams with moderate downstream valuation
6,Hydropower/Energy,Infrastructure,Ganges basin,Various GCMs,MonetaryBenefits,MonetaryBenefits,Economic,Need,billion USD / yr,4,NA,NA,NA,NA,6,Page 45,Increases are for mega dams
7,Hydropower/Energy,Infrastructure,Ganges basin,Various GCMs,MonetaryBenefits,MonetaryBenefits,Economic,Need,billion USD / yr,2,NA,NA,NA,NA,3,Page 45,Increases are for smaller dams
8,Agriculture,Infrastructure,Ganges basin,Various GCMs,MonetaryBenefits,MonetaryBenefits,Economic,Need,billion USD / yr,1.7,NA,NA,NA,NA,NA,Page 45,Irrigation benefits from full dam development
9,Agriculture,Infrastructure,Ganges basin,Various GCMs,MonetaryBenefits,MonetaryBenefits,Economic,Need,billion USD / yr,0.8,NA,NA,NA,NA,NA,Page 45,Irrigation benefits from mega dams
10,Agriculture,Infrastructure,Ganges basin,Various GCMs,MonetaryBenefits,MonetaryBenefits,Economic,Need,billion USD / yr,1.3,NA,NA,NA,NA,NA,Page 45,Irrigation benefits from smaller dams
11,All,Infrastructure,Ganges basin,Various GCMs,CapExCost,AdaptationCost,Economic,Need,billion USD,35,NA,NA,NA,NA,NA,Page 45,Full set of infrastructures
12,All,Infrastructure,Ganges basin,Various GCMs,MonetaryBenefits,MonetaryBenefits,Economic,Need,billion USD / yr,8,NA,NA,NA,NA,10,Page 45,"Total annual benefits generated with all modeled storage infrastructures, moderate downstream water use values."
13,All,Infrastructure,Ganges basin,Various GCMs,MonetaryBenefits,MonetaryBenefits,Economic,Need,billion USD / yr,6,NA,NA,NA,NA,8,Page 45,"Incremental benefits above existing infrastructure, with moderate downstream water use values"
14,All,Infrastructure,Ganges basin,Various GCMs,MonetaryBenefits,MonetaryBenefits,Economic,Need,billion USD / yr,4,NA,NA,NA,NA,6,Page 45,Incremental benefits if additional downstream water has very low unit values
15,All,Infrastructure,Ganges basin,Various GCMs,RateOfReturn,RateOfReturn(),Economic,Need,%,6.1,NA,NA,NA,NA,NA,Page 45,Discount rate at which economic net benefits are zero (conservative estimate)
16,All,Infrastructure,Ganges basin,Various GCMs,RateOfReturn,RateOfReturn(),Economic,Need,%,7.9,NA,NA,NA,NA,NA,Page 45,Discount rate at which economic net benefits are zero (moderate productivity estimate)
17,Hydropower/Energy,Infrastructure Development,Ganges basin,A2,Economic Valuation,MonetaryBenefits,Monetary,Need,M$/yr,0,NA,NA,NA,NA,12000,"Fig. 8, Top Plot","Maximum economic value of hydropower production across all climate models and infrastructure scenarios (Existing, 3 Mega Dams, Small Dams, Full)."
18,Agriculture,Infrastructure Development,Ganges basin,A2,Economic Valuation,MonetaryBenefits,Monetary,Need,M$/yr,0,NA,NA,NA,NA,8000,"Fig. 8, Middle Plot","Maximum economic value of irrigation water across all climate models and infrastructure scenarios (Existing, 3 Mega Dams, Small Dams, Full)."
19,Agriculture/Ecosystems,Low Flow Augmentation,Bangladesh,A2,Economic Valuation,MonetaryBenefits,Monetary,Need,M$/yr,0,NA,NA,NA,NA,3000,"Fig. 8, Bottom Plot","Maximum economic value of low flow allocations to the delta across all climate models and infrastructure scenarios (Existing, 3 Mega Dams, Small Dams, Full)."
20,Hydropower,Dams,Ganges basin,"A2, GCMs",MonetaryBenefits,MonetaryBenefits,Economic,Need,billion USD / yr,4,NA,NA,NA,NA,6,page 47,From Hydropower
21,Energy,Dams,Ganges basin,"A2, GCMs",MonetaryBenefits,MonetaryBenefits,Economic,Need,billion USD / yr,4,NA,NA,NA,NA,8,page 47,Depending on the GCM and assumed value of downstream flows
