,Outcome,Country(ies),Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,GSDP,India,NA,2015,No CC,%,1.14,NA,NA,NA,NA,NA,Page 10,"A 1% increase in flood-exposed area increases GSDP by 1.14%, mainly because industrial and service facilities are often located near surface water resources. The analysis uses data from 2001-2015, and 2015 is the latest year considered."
1,GSDP,India,NA,2015,No CC,%,1.02,NA,NA,NA,NA,NA,Page 10,"A 1% increase in drought-exposed area increases drought-exposed GSDP by 1.02%, even though the total area exposed decreased. The analysis uses data from 2001-2015, and 2015 is the latest year considered."
2,Per-capita GSDP,India,Unspecified,2008,No CC,%,0.001,NA,NA,NA,NA,NA,12,"% area exposed to floods, all states. Not statistically significant at 0.005, 0.05, and 0.1 probability levels."
3,Per-capita GSDP,"India, Eastern",Unspecified,2008,No CC,%,-0.007,NA,NA,NA,NA,NA,12,% area exposed to floods
4,Per-capita GSDP,"India, SWR",Unspecified,2008,No CC,%,0.011,NA,NA,NA,NA,NA,12,% area exposed to floods. Statistically significant at 0.05 probability level.
5,Per-capita GSDP,"India, NCR",Unspecified,2008,No CC,%,-0.007,NA,NA,NA,NA,NA,12,% area exposed to floods
6,Per-capita GSDP,"India, NWR",Unspecified,2008,No CC,%,0.011,NA,NA,NA,NA,NA,12,% area exposed to floods. Statistically significant at 0.05 probability level.
7,Per-capita GSDP,India,Unspecified,2008,No CC,%,-0.001,NA,NA,NA,NA,NA,12,% area exposed to droughts. Statistically significant at 0.05 probability level.
8,Per-capita GSDP,"India, Eastern",Unspecified,2008,No CC,%,0.006,NA,NA,NA,NA,NA,12,% area exposed to droughts. Statistically significant at 0.05 probability level.
9,Per-capita GSDP,"India, SWR",Unspecified,2008,No CC,%,-0.005,NA,NA,NA,NA,NA,12,% area exposed to droughts
10,Per-capita GSDP,"India, NCR",Unspecified,2008,No CC,%,0.001,NA,NA,NA,NA,NA,12,% area exposed to droughts
11,Per-capita GSDP,"India, NWR",Unspecified,2008,No CC,%,0.005,NA,NA,NA,NA,NA,12,% area exposed to droughts
12,Per-capita GSDP,India,Unspecified,2008,No CC,%,0.001,NA,NA,NA,NA,NA,12,Lag (% area exposed to floods)
13,Per-capita GSDP,"India, Eastern",Unspecified,2008,No CC,%,-0.001,NA,NA,NA,NA,NA,12,Lag (% area exposed to floods)
14,Per-capita GSDP,"India, SWR",Unspecified,2008,No CC,%,-0.001,NA,NA,NA,NA,NA,12,Lag (% area exposed to floods)
15,Per-capita GSDP,"India, NCR",Unspecified,2008,No CC,%,-0.006,NA,NA,NA,NA,NA,12,Lag (% area exposed to floods)
16,Per-capita GSDP,"India, NWR",Unspecified,2008,No CC,%,0.007,NA,NA,NA,NA,NA,12,Lag (% area exposed to floods)
17,Per-capita GSDP,India,Unspecified,2008,No CC,%,-0.007,NA,NA,NA,NA,NA,12,Lag (% area exposed to droughts). Statistically significant at 0.05 probability level.
18,Per-capita GSDP,"India, Eastern",Unspecified,2008,No CC,%,-0.006,NA,NA,NA,NA,NA,12,Lag (% area exposed to droughts). Statistically significant at 0.1 probability level.
19,Per-capita GSDP,"India, SWR",Unspecified,2008,No CC,%,0.001,NA,NA,NA,NA,NA,12,Lag (% area exposed to droughts). Statistically significant at 0.05 probability level.
20,Per-capita GSDP,"India, NCR",Unspecified,2008,No CC,%,0.001,NA,NA,NA,NA,NA,12,Lag (% area exposed to droughts)
21,Per-capita GSDP,"India, NWR",Unspecified,2008,No CC,%,-0.001,NA,NA,NA,NA,NA,12,Lag (% area exposed to droughts)
22,Human Development Index,India,Unspecified,2008,No CC,,-0.002,NA,NA,NA,NA,NA,12,% area exposed to floods
23,Human Development Index,"India, Eastern",Unspecified,2008,No CC,,-0.005,NA,NA,NA,NA,NA,12,% area exposed to floods. Statistically significant at 0.1 probability level.
24,Human Development Index,"India, SWR",Unspecified,2008,No CC,,0.017,NA,NA,NA,NA,NA,12,% area exposed to floods
25,Human Development Index,"India, NCR",Unspecified,2008,No CC,,0.021,NA,NA,NA,NA,NA,12,% area exposed to floods
26,Human Development Index,"India, NWR",Unspecified,2008,No CC,,0.015,NA,NA,NA,NA,NA,12,% area exposed to floods. Statistically significant at 0.1 probability level.
27,Human Development Index,India,Unspecified,2008,No CC,,-0.001,NA,NA,NA,NA,NA,12,% area exposed to droughts. Statistically significant at 0.05 probability level.
28,Human Development Index,"India, Eastern",Unspecified,2008,No CC,,-0.006,NA,NA,NA,NA,NA,12,% area exposed to droughts
29,Human Development Index,"India, SWR",Unspecified,2008,No CC,,-0.001,NA,NA,NA,NA,NA,12,% area exposed to droughts. Statistically significant at 0.05 probability level.
30,Human Development Index,"India, NCR",Unspecified,2008,No CC,,-0.001,NA,NA,NA,NA,NA,12,% area exposed to droughts
31,Human Development Index,"India, NWR",Unspecified,2008,No CC,,-0.001,NA,NA,NA,NA,NA,12,% area exposed to droughts
32,Human Development Index,India,Unspecified,2008,No CC,,-0.001,NA,NA,NA,NA,NA,12,Lag (% area exposed to floods)
33,Human Development Index,"India, Eastern",Unspecified,2008,No CC,,-0.006,NA,NA,NA,NA,NA,12,Lag (% area exposed to floods). Statistically significant at 0.05 probability level.
34,Human Development Index,"India, SWR",Unspecified,2008,No CC,,0.017,NA,NA,NA,NA,NA,12,Lag (% area exposed to floods)
35,Human Development Index,"India, NCR",Unspecified,2008,No CC,,0.041,NA,NA,NA,NA,NA,12,Lag (% area exposed to floods). Statistically significant at 0.05 probability level.
36,Human Development Index,"India, NWR",Unspecified,2008,No CC,,0.015,NA,NA,NA,NA,NA,12,Lag (% area exposed to floods). Statistically significant at 0.05 probability level.
37,Human Development Index,India,Unspecified,2008,No CC,,-0.002,NA,NA,NA,NA,NA,12,Lag (% area exposed to droughts). Statistically significant at 0.005 probability level.
38,Human Development Index,"India, Eastern",Unspecified,2008,No CC,,-0.003,NA,NA,NA,NA,NA,12,Lag (% area exposed to droughts). Statistically significant at 0.1 probability level.
39,Human Development Index,"India, SWR",Unspecified,2008,No CC,,-0.001,NA,NA,NA,NA,NA,12,Lag (% area exposed to droughts). Statistically significant at 0.005 probability level.
40,Human Development Index,"India, NCR",Unspecified,2008,No CC,,-0.002,NA,NA,NA,NA,NA,12,Lag (% area exposed to droughts). Statistically significant at 0.05 probability level.
41,Human Development Index,"India, NWR",Unspecified,2008,No CC,,-0.008,NA,NA,NA,NA,NA,12,Lag (% area exposed to droughts)
