,Outcome,Country(ies),Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,Cereal prices,Global,SRES A1,2080,1990,%,180,NA,NA,NA,NA,NA,62,No climate change
1,Cereal prices,Global,SRES A2,2080,1990,%,160,NA,NA,NA,NA,NA,62,No climate change
2,Cereal prices,Global,SRES B1,2080,1990,%,140,NA,NA,NA,NA,NA,62,No climate change
3,Cereal prices,Global,SRES B2,2080,1990,%,120,NA,NA,NA,NA,NA,62,No climate change
4,People at risk of hunger,Global,SRES A1,2080,No CC,millions of people,1000,NA,NA,NA,NA,NA,62,Future reference case estimates of the numbers of people at risk of hunger
5,People at risk of hunger,Global,SRES A2,2080,No CC,millions of people,900,NA,NA,NA,NA,NA,62,Future reference case estimates of the numbers of people at risk of hunger
6,People at risk of hunger,Global,SRES B1,2080,No CC,millions of people,300,NA,NA,NA,NA,NA,62,Future reference case estimates of the numbers of people at risk of hunger
7,People at risk of hunger,Global,SRES B2,2080,No CC,millions of people,400,NA,NA,NA,NA,NA,62,Future reference case estimates of the numbers of people at risk of hunger
8,Hunger,Global,A1FI,2080,No CC,Millions of People,400,NA,NA,NA,NA,NA,Page 14,Additional millions of people at risk of hunger without CO2 effects.
9,Hunger,Global,A1FI,2050,No CC,Millions of People,100,NA,NA,NA,NA,NA,Page 14,Additional millions of people at risk of hunger without CO2 effects.
10,Hunger,Global,A1FI,2020,No CC,Millions of People,0,NA,NA,NA,NA,NA,Page 14,Additional millions of people at risk of hunger without CO2 effects.
11,Hunger,Global,A1FI,2080,No CC,Millions of People,-30,NA,NA,NA,NA,NA,Page 14,Additional millions of people at risk of hunger with CO2 effects.
12,Hunger,Global,A1FI,2050,No CC,Millions of People,-20,NA,NA,NA,NA,NA,Page 14,Additional millions of people at risk of hunger with CO2 effects.
13,Hunger,Global,A1FI,2020,No CC,Millions of People,10,NA,NA,NA,NA,NA,Page 14,Additional millions of people at risk of hunger with CO2 effects.
