,Outcome,Country(ies),Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,GDP,China,tempv_30,2024,No CC,percent,0.1,NA,NA,NA,NA,NA,Page 12,Output increase by approximately 0.1% following a monetary shock during high regime when tempv_30 is used as a threshold variable.
1,GDP,China,tempv_20,2024,No CC,percent,0.1,NA,NA,NA,NA,NA,Page 12,Output increase by approximately 0.1% following a monetary shock during high regime when tempv_20 is used as a threshold variable.
2,GDP,China,High Temperature Regime,2024,No CC,percent,-0.9,NA,NA,NA,NA,NA,Page 12,Output falls by at most approximately 0.9% under high regimes due to one-standard-deviation negative monetary policy shocks.
3,GDP,China,Low Temperature Regime,2024,No CC,percent,-0.5,NA,NA,NA,NA,NA,Page 12,Output falls by at most approximately 0.5% under low regimes due to one-standard-deviation negative monetary policy shocks.
4,GDP,China,tempv_30,2021,Low-temperature regime,Unknown,-0.003,NA,NA,NA,NA,NA,"Page 14, Figure 3","Initial negative GDP response to positive monetary policy shock under high-temperature regime, relative to low-temperature regime (based on graph inspection)."
5,GDP,China,tempv_30,2021,Low-temperature regime,Unknown,0.002,NA,NA,NA,NA,NA,"Page 14, Figure 3","Higher long-run GDP response to positive monetary policy shock under high-temperature regime, relative to low-temperature regime (based on graph inspection)."
6,GDP,China,tempv_30,2021,Low-temperature regime,Unknown,-0.001,NA,NA,NA,NA,NA,"Page 14, Figure 3","Initial GDP response to negative monetary policy shock under high-temperature regime, relative to low-temperature regime (based on graph inspection)."
7,GDP,China,tempv_30,2021,Low-temperature regime,Unknown,0.001,NA,NA,NA,NA,NA,"Page 14, Figure 3","Long-run GDP response to negative monetary policy shock under high-temperature regime, relative to low-temperature regime (based on graph inspection)."
8,GDP,China,tempv_25,2021,Low-temperature regime,Unknown,-0.003,NA,NA,NA,NA,NA,"Page 14, Figure 3","Initial negative GDP response to positive monetary policy shock under high-temperature regime, relative to low-temperature regime (based on graph inspection)."
9,GDP,China,tempv_25,2021,Low-temperature regime,Unknown,0.002,NA,NA,NA,NA,NA,"Page 14, Figure 3","Higher long-run GDP response to positive monetary policy shock under high-temperature regime, relative to low-temperature regime (based on graph inspection)."
