,Outcome,Country(ies),Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,Economic Impact,California,Base Case,2018,No CC,$ billion,432,NA,NA,NA,NA,NA,Page 1,Attributable to premature deaths due to wildland fire PM2.5 over 11-year period (2008-2018)
1,Economic Impact,California,mod cap,2018,No CC,$ billion,456,NA,NA,NA,NA,NA,Page 1,Attributable to premature deaths due to wildland fire PM2.5 over 11-year period (2008-2018)
2,Premature Deaths,California,Base case,2010,No wildfires,deaths,1240,NA,NA,110,NA,2370,3,"Lower bound of 95% CI is 110 deaths, upper bound is 2370 deaths"
3,Premature Deaths,California,Base case,2018,No wildfires,deaths,12850,NA,NA,1150,NA,23730,3,"Lower bound of 95% CI is 1150 deaths, upper bound is 23730 deaths"
4,Premature Deaths,California,Base case,2018,No wildfires,deaths,55710,NA,NA,4960,NA,103410,3,"Total premature deaths over the 11-year period, lower bound of 95% CI is 4960 deaths, upper bound is 103410 deaths, representing outcomes from 2008-2018."
5,Premature Deaths,California,Mod cap,2018,No wildfires,deaths,52480,NA,NA,4610,NA,98340,3,"Total premature deaths over the 11-year period, lower bound of 95% CI is 4610 deaths, upper bound is 98340 deaths, representing outcomes from 2008-2018."
6,Premature Deaths,California,Base case (beta L),2018,No wildfires,deaths,36140,NA,NA,24740,NA,44320,3,"Total premature deaths over the 11-year period, lower bound of 95% CI is 24740 deaths, upper bound is 44320 deaths.  Using undifferentiated PM2.5 dose-response value, representing outcomes from 2008-2018."
7,Premature Deaths,California,Mod cap (beta L),2018,No wildfires,deaths,33890,NA,NA,23130,NA,41650,3,"Total premature deaths over the 11-year period, lower bound of 95% CI is 23130 deaths, upper bound is 41650 deaths. Using undifferentiated PM2.5 dose-response value, representing outcomes from 2008-2018."
8,Economic Valuation,California,Base case,2018,No CC,billion $,12.85,NA,NA,NA,NA,NA,6,Premature mortality valuation from wildfire PM2.5 exposure in 2018.
9,Economic Valuation,California,Mod cap,2018,No CC,billion $,12.15,NA,NA,NA,NA,NA,6,Premature mortality valuation from wildfire PM2.5 exposure in 2018. Modeled values capped at the 99.9th percentile.
10,Economic Valuation,California,N/A,2018,No fires,USD billions,432,NA,NA,NA,NA,NA,9,Economic valuation of premature deaths from fire-only PM2.5 exposures; timeframe is 2008-2018
11,Economic Valuation,California,N/A,2018,No fires,USD billions,456,NA,NA,NA,NA,NA,9,Economic valuation of premature deaths from fire-only PM2.5 exposures; timeframe is 2008-2018
