,Outcome,Country(ies),Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,Real GDP per capita,Late Imperial China,Historical Climate Data,1642,No CC,Adjusted R-squared,0.934,NA,NA,NA,NA,NA,Page 1,Influence of temperature stronger than population
1,Rice Prices,Late Imperial China,Historical Climate Data,1642,No CC,Adjusted R-squared,0.799,NA,NA,NA,NA,NA,Page 1,Influence of temperature stronger than population
2,Real GDP per capita,Late Imperial China,Low-pass filtered climate data,1720,No CC,coefficient,0.117,0.017,NA,NA,NA,NA,Page 5,Effect of temperature on real GDP per capita
3,Real GDP per capita,Late Imperial China,Low-pass filtered climate data,1720,No CC,coefficient,0.181,0.039,NA,NA,NA,NA,Page 5,Effect of precipitation on real GDP per capita
4,Real GDP per capita,Late Imperial China,Low-pass filtered climate data,1720,No CC,coefficient,-5.67E-06,7.840E-07,NA,NA,NA,NA,Page 5,Effect of population on real GDP per capita
5,Rice Price,Late Imperial China,Low-pass filtered climate data,1720,No CC,coefficient,-0.253,0.073,NA,NA,NA,NA,Page 5,Effect of temperature on rice price
6,Rice Price,Late Imperial China,Low-pass filtered climate data,1720,No CC,coefficient,0.189,0.163,NA,NA,NA,NA,Page 5,Effect of precipitation on rice price
7,Rice Price,Late Imperial China,Low-pass filtered climate data,1720,No CC,coefficient,1.23E-05,3.300E-06,NA,NA,NA,NA,Page 5,Effect of population on rice price
8,Real GDP per capita,Late Imperial China,Historical,1720,No CC,NA,0.148,0.016,NA,NA,NA,NA,Page 7,Coefficient for temperature in regression model with crisis period.
9,Real GDP per capita,Late Imperial China,Historical,1720,No CC,NA,0.386,0.042,NA,NA,NA,NA,Page 7,Coefficient for precipitation in regression model with crisis period.
10,Real GDP per capita,Late Imperial China,Historical,1720,No CC,NA,-2.48E-06,7.980E-07,NA,NA,NA,NA,Page 7,Coefficient for population in regression model with crisis period.
11,Real GDP per capita,Late Imperial China,Crisis,1652,No Crisis,NA,-0.229,0.027,NA,NA,NA,NA,Page 7,Coefficient for Crisis (social crisis during AD 1643-1662) in regression model
