,Outcome,Country(ies),Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,Production,West Africa,Realistic vs. Non-warming,2009,No CC,billion USD,-2.33,NA,NA,NA,NA,NA,1,"Millet production loss, averaged over 2000-2009"
1,Production,West Africa,Realistic vs. Non-warming,2009,No CC,billion USD,-4.02,NA,NA,NA,NA,NA,1,"Millet production loss, averaged over 2000-2009"
2,Production,West Africa,Realistic vs. Non-warming,2009,No CC,billion USD,-0.73,NA,NA,NA,NA,NA,1,"Sorghum production loss, averaged over 2000-2009"
3,Production,West Africa,Realistic vs. Non-warming,2009,No CC,billion USD,-2.17,NA,NA,NA,NA,NA,1,"Sorghum production loss, averaged over 2000-2009"
4,Crop Production,West Africa,Factual vs. Non-Warming,2005,No CC,%,-11,NA,NA,NA,NA,NA,Page 2,Millet yield loss estimated by the CYGMA model. Averaged over 2000-2009.
5,Crop Production,West Africa,Factual vs. Non-Warming,2005,No CC,%,-18,NA,NA,NA,NA,NA,Page 2,Millet yield loss estimated by the SARRA-H model. Averaged over 2000-2009.
6,Crop Production,West Africa,Factual vs. Non-Warming,2005,No CC,%,-6,NA,NA,NA,NA,NA,Page 2,Sorghum yield loss estimated by the CYGMA model. Averaged over 2000-2009.
7,Crop Production,West Africa,Factual vs. Non-Warming,2005,No CC,%,-15,NA,NA,NA,NA,NA,Page 2,Sorghum yield loss estimated by the SARRA-H model. Averaged over 2000-2009.
8,Production,West Africa,Historical,2005,No CC,USD,-100,NA,NA,NA,NA,NA,Page 5,"The production impact is calculated based on yield impacts, averaged over 2000-2009. Simulations show crop yields under factual climate conditions, with production impacts reported as losses in the paper."
9,Millet Yield,West Africa,Historical,2005,No CC,%,-11,NA,NA,NA,NA,NA,Page 12,Average across West Africa
10,Millet Yield,West Africa,Historical,2005,No CC,%,-18,NA,NA,NA,NA,NA,Page 12,Average across West Africa
11,Sorghum Yield,West Africa,Historical,2005,No CC,%,-6,NA,NA,NA,NA,NA,Page 12,Average across West Africa
12,Sorghum Yield,West Africa,Historical,2005,No CC,%,-15,NA,NA,NA,NA,NA,Page 12,Average across West Africa
13,Millet Production Cost,Niger,Historical climate simulations,2005,No CC,USD,-.47,NA,NA,NA,NA,NA,13,"Loss per year, average 2000-2009"
14,Millet Production Cost,Niger,Historical climate simulations,2005,No CC,USD,-.54,NA,NA,NA,NA,NA,13,"Loss per year, average 2000-2009"
15,Millet Yield,Niger,Historical climate simulations,2005,No CC,%,-19,NA,NA,NA,NA,NA,13,"CYGMA model, average 2000-2009"
16,Millet Yield,Niger,Historical climate simulations,2005,No CC,%,-22,NA,NA,NA,NA,NA,13,"SARRA-H model, average 2000-2009"
17,Production Loss,Niger,Historical climate simulations,2005,No CC,USD,-.13,NA,NA,NA,NA,NA,13,"Simple multiplication calculation based on GDP, average 2000-2009"
