,Outcome,Country(ies),Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,Agricultural yield,India,Drought,2023,No CC,NA,-1,NA,NA,NA,NA,NA,Page 1,Yield falls strongly after droughts (qualitative).
1,Agricultural wages,India,Drought,2023,No CC,NA,-1,NA,NA,NA,NA,NA,Page 1,Persistent decline lasting up to five years after widespread drought (qualitative).
2,Food prices,India,Drought,2023,No CC,NA,1,NA,NA,NA,NA,NA,Page 1,Persistent increase lasting up to five years after widespread drought (qualitative).
3,Agricultural yield,India,Regional drought,1980,No rainfall shock,percent,-30,NA,NA,NA,NA,NA,618,Depending on the local extent of irrigation. Midpoint of sample 1967-1991.
4,Agricultural yield,India,Local drought,1993,No rainfall shock,percent,-15,NA,NA,NA,NA,NA,618,Depending on the local extent of irrigation. Midpoint of sample 1981-2005.
5,Agricultural wages,India,Regional drought,1980,No rainfall shock,percent,-7,NA,NA,NA,NA,NA,618,Peak decline occurring two years after the drought and lasting up to five years. Midpoint of sample 1967-1991.
6,Food prices,India,Regional drought,1993,No rainfall shock,percent,5,NA,NA,NA,NA,NA,618,Remain at elevated levels for up to two years. Midpoint of sample 1981-2005.
7,Annual rainfall,India,Variations in monsoon rainfall,1967,NA,cm,116.62,67.00,NA,NA,NA,NA,Page 7,Mean
8,Monsoon rainfall,India,Variations in monsoon rainfall,1967,NA,cm,98.08,56.66,NA,NA,NA,NA,Page 7,Mean
9,Monsoon season rainfall SD,India,Variations in monsoon rainfall,1967,NA,SD,0.00,0.99,NA,NA,NA,NA,Page 7,Mean
10,Local monsoon rainfall SD,India,Variations in monsoon rainfall,1967,NA,SD,0.00,0.59,NA,NA,NA,NA,Page 7,Mean
11,Regional monsoon rainfall SD,India,Variations in monsoon rainfall,1967,NA,SD,0.00,0.79,NA,NA,NA,NA,Page 7,Mean
12,Agricultural yield,India,Variations in monsoon rainfall,1967,NA,Log (ton per km2),4.69,0.69,NA,NA,NA,NA,Page 7,Mean
13,Agricultural wage,India,Variations in monsoon rainfall,1967,NA,Log (Rupees),2.44,1.15,NA,NA,NA,NA,Page 7,Mean
14,Price index,India,Variations in monsoon rainfall,1967,NA,Log (Rupees per ton),7.66,0.78,NA,NA,NA,NA,Page 7,Mean
15,Share of irrigated land,India,Variations in monsoon rainfall,1967,NA,Share,0.33,0.25,NA,NA,NA,NA,Page 7,Mean
16,Monsoon temperature,India,Variations in monsoon rainfall,1967,NA,Demeaned,0.00,0.46,NA,NA,NA,NA,Page 7,Mean
17,Agricultural yield,India,Variations in monsoon rainfall,1991,Average rainfall,Standardized rainfall,0.028,0.004,NA,NA,NA,NA,Page 11,"Impact of overall rainfall, considering all months. Only significant for June, September and October."
18,Agricultural yield,India,Negative rainfall (June),1991,Average rainfall,Standardized rainfall,-0.095,0.011,NA,NA,NA,NA,Page 11,
19,Agricultural yield,India,Positive rainfall (June),1991,Average rainfall,Standardized rainfall,0.105,0.015,NA,NA,NA,NA,Page 11,
20,Agricultural yield,India,Negative rainfall (July),1991,Average rainfall,Standardized rainfall,-0.023,0.009,NA,NA,NA,NA,Page 11,
21,Agricultural yield,India,Positive rainfall (July),1991,Average rainfall,Standardized rainfall,0.030,0.013,NA,NA,NA,NA,Page 11,
22,Agricultural yield,India,Negative rainfall (August),1991,Average rainfall,Standardized rainfall,-0.071,0.012,NA,NA,NA,NA,Page 11,
23,Agricultural yield,India,Positive rainfall (August),1991,Average rainfall,Standardized rainfall,0.120,0.015,NA,NA,NA,NA,Page 11,
24,Agricultural yield,India,Negative rainfall (Sept),1991,Average rainfall,Standardized rainfall,-0.139,0.010,NA,NA,NA,NA,Page 11,
25,Agricultural yield,India,Positive rainfall (Sept),1991,Average rainfall,Standardized rainfall,0.157,0.014,NA,NA,NA,NA,Page 11,
26,Agricultural yield,India,Negative rainfall (Oct),1991,Average rainfall,Standardized rainfall,-0.135,0.010,NA,NA,NA,NA,Page 11,
27,Agricultural yield,India,Positive rainfall (Oct),1991,Average rainfall,Standardized rainfall,0.134,0.014,NA,NA,NA,NA,Page 11,
28,Agricultural wages,India,Negative rainfall shock,2000,Pre-shock trend,% change,0,NA,NA,NA,NA,NA,628,Wages stagnant in the year after the shock. Effects close to permanent; do not return to pre-shock trend in the four years following the shock.
29,Rice price,India,Negative rainfall shock,2000,Pre-shock trend,% change,1,NA,NA,NA,NA,NA,628,Price increases in the year of the shock and remains above pre-shock trend for more than two years. Value 1 is arbitrary and meant to indicate a positive change.
30,Agricultural yield,India,Negative local rainfall shock,2000,Pre-shock,percent,-15,NA,25%,NA,NA,NA,16,Impact at 25th percentile of irrigation share (12%)
31,Agricultural yield,India,Negative local rainfall shock,2000,Pre-shock,percent,-12,NA,50%,NA,NA,NA,16,Impact at 50th percentile of irrigation share (26%)
32,Agricultural yield,India,Negative local rainfall shock,2000,Pre-shock,percent,-7,NA,75%,NA,NA,NA,16,Impact at 75th percentile of irrigation share (47%)
33,Agricultural wage,India,Negative local rainfall shock,2000,Pre-shock,percent,-4,NA,25%,NA,NA,NA,16,Maximum impact 2 years after the shock at 25th percentile of irrigation share (12%); decline remains significant for up to five years
34,Agricultural yield,India,"Low irrig, local shock",1981,No CC,Standard deviations,-0.148,0.037,NA,NA,NA,NA,19,Baseline specification
35,Agricultural yield,India,"Low irrig, local shock",1981,No CC,Standard deviations,-0.164,0.040,NA,NA,NA,NA,19,Small districts
36,Agricultural yield,India,"Low irrig, local shock",1981,No CC,Standard deviations,-0.119,0.067,NA,NA,NA,NA,19,Large districts
37,Agricultural yield,India,"Low irrig, regional shock",1981,No CC,Standard deviations,-0.317,0.041,NA,NA,NA,NA,19,Baseline specification
38,Agricultural yield,India,"Low irrig, regional shock",1981,No CC,Standard deviations,-0.235,0.045,NA,NA,NA,NA,19,Small districts
39,Agricultural yield,India,"Low irrig, regional shock",1981,No CC,Standard deviations,-0.272,0.047,NA,NA,NA,NA,19,Large districts
40,Agricultural yield,India,"Med irrig, local shock",1981,No CC,Standard deviations,-0.118,0.029,NA,NA,NA,NA,19,Baseline specification
41,Agricultural yield,India,"Med irrig, local shock",1981,No CC,Standard deviations,-0.130,0.033,NA,NA,NA,NA,19,Small districts
42,Agricultural yield,India,"Med irrig, local shock",1981,No CC,Standard deviations,-0.092,0.032,NA,NA,NA,NA,19,Large districts
43,Agricultural yield,India,"Med irrig, regional shock",1981,No CC,Standard deviations,-0.223,0.034,NA,NA,NA,NA,19,Baseline specification
44,Agricultural yield,India,"Med irrig, regional shock",1981,No CC,Standard deviations,-0.175,0.038,NA,NA,NA,NA,19,Small districts
45,Agricultural yield,India,"Med irrig, regional shock",1981,No CC,Standard deviations,-0.149,0.037,NA,NA,NA,NA,19,Large districts
46,Agricultural yield,India,"High irrig, local shock",1981,No CC,Standard deviations,-0.073,0.029,NA,NA,NA,NA,19,Baseline specification
47,Agricultural yield,India,"High irrig, local shock",1981,No CC,Standard deviations,-0.078,0.038,NA,NA,NA,NA,19,Small districts
48,Agricultural yield,India,"High irrig, local shock",1981,No CC,Standard deviations,-0.050,0.046,NA,NA,NA,NA,19,Large districts; Not significant
49,Agricultural yield,India,"High irrig, regional shock",1981,No CC,Standard deviations,-0.079,0.042,NA,NA,NA,NA,19,Baseline specification
50,Agricultural yield,India,"High irrig, regional shock",1981,No CC,Standard deviations,-0.083,0.041,NA,NA,NA,NA,19,Small districts
51,Agricultural yield,India,"High irrig, regional shock",1981,No CC,Standard deviations,0.037,0.075,NA,NA,NA,NA,19,Large districts; Not significant
52,Food prices,India,Drought,1981,No CC,Percent,6,NA,NA,NA,NA,NA,19,3 year impact; across all irrigation levels
53,Kharif Crop Yield,India,Rainfall shock,1968,No shock,percent,-3.5,NA,NA,NA,NA,NA,Page 22,"Decline in yield in the year following the shock at the 25th percentile of irrigation, given 1967 as the shock year."
54,Kharif Crop Yield,India,Rainfall shock,1968,No shock,percent,-2.2,NA,NA,NA,NA,NA,Page 22,"Decline in yield in the year following the shock at the 75th percentile of irrigation, given 1967 as the shock year."
55,Purchasing power,India,Rainfall shock,2016,Model mean,-percent,-3,NA,NA,NA,NA,NA,644,"Agricultural laborers, effect persists 5 years"
56,Price index,India,Rainfall shock,2016,No shock,-percent,4,NA,NA,NA,NA,NA,644,Total consumption basket
57,Food prices,India,Rainfall shock,2016,No shock,-percent,5,NA,NA,NA,NA,NA,644,Rice prices
