,Outcome,Country(ies),Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,Economic disasters,Indonesia,2015 El Niño,2015,No CC,USD, -16.1,NA,NA,NA,NA,NA,2,The value represents costs associated with the fires due to drought.
1,CO2 emissions,Indonesia,2015 El Niño,2015,No CC,billion metric tons CO2,1.5,NA,NA,NA,NA,NA,2,The CO2 emissions are from biomass burning.
2,Excess Deaths,East Asia,2015 El Niño,2015,No CC,people, -100300,NA,NA,NA,NA,NA,2,The value represents excess deaths in the population associated with fire-related air pollution.
3,Burned area,EA (excl. CN/JP),Hist,2015,Nat,%,18,NA,10%,0,90%,18,p.6,Probability of exceeding observed values given drying is anthropogenic.
4,Burned area,EA (excl. CN/JP),1.5°C,2015,Hist,%,70,NA,10%,66,90%,99,p.6,Probability of exceeding observed values.
5,Burned area,EA (excl. CN/JP),2.0°C,2015,Hist,%,81,NA,10%,50,90%,95,p.6,Probability of exceeding observed values.
6,Burned area,EA (excl. CN/JP),3.0°C,2015,Hist,%,98,NA,10%,84,90%,100,p.6,Probability of exceeding observed values.
7,CO2 emissions,EA (excl. CN/JP),Hist,2015,Nat,%,18,NA,10%,0,90%,15,p.6,Probability of exceeding observed values given drying is anthropogenic.
8,CO2 emissions,EA (excl. CN/JP),1.5°C,2015,Hist,%,92,NA,10%,72,90%,98,p.6,Probability of exceeding observed values.
9,CO2 emissions,EA (excl. CN/JP),2.0°C,2015,Hist,%,81,NA,10%,55,90%,93,p.6,Probability of exceeding observed values.
10,CO2 emissions,EA (excl. CN/JP),3.0°C,2015,Hist,%,98,NA,10%,86,90%,100,p.6,Probability of exceeding observed values.
11,PM2.5 emissions,EA (excl. CN/JP),Hist,2015,Nat,%,22,NA,10%,0,90%,5,p.6,Probability of exceeding observed values given drying is anthropogenic.
12,PM2.5 emissions,EA (excl. CN/JP),1.5°C,2015,Hist,%,93,NA,10%,70,90%,98,p.6,Probability of exceeding observed values.
13,PM2.5 emissions,EA (excl. CN/JP),2.0°C,2015,Hist,%,81,NA,10%,54,90%,94,p.6,Probability of exceeding observed values.
14,PM2.5 emissions,EA (excl. CN/JP),3.0°C,2015,Hist,%,98,NA,10%,85,90%,100,p.6,Probability of exceeding observed values.
15,Drought,EA (excl. CN/JP),Hist,2015,Nat,%,7,NA,10%,1,90%,5,p.6,Probability of exceeding observed values given drying is anthropogenic.
16,Drought,EA (excl. CN/JP),1.5°C,2015,Hist,%,82,NA,10%,76,90%,87,p.6,Probability of exceeding observed values.
17,Drought,EA (excl. CN/JP),2.0°C,2015,Hist,%,67,NA,10%,60,90%,74,p.6,Probability of exceeding observed values.
18,Drought,EA (excl. CN/JP),3.0°C,2015,Hist,%,93,NA,10%,89,90%,96,p.6,Probability of exceeding observed values.
19,Land-use CO2 emission,ESA (excl. CN/JP),SSP1,2100,2.0°C runs,%,77,NA,10%,70,90%,84,p.6,Probability of exceeding emissions of SSP scenarios
20,Land-use CO2 emission,ESA (excl. CN/JP),SSP2,2100,2.0°C runs,%,34,NA,10%,28,90%,39,p.6,Probability of exceeding emissions of SSP scenarios
21,Land-use CO2 emission,ESA (excl. CN/JP),SSP3,2100,2.0°C runs,%,13,NA,10%,10,90%,18,p.6,Probability of exceeding emissions of SSP scenarios
22,Land-use CO2 emission,ESA (excl. CN/JP),SSP4,2100,2.0°C runs,%,37,NA,10%,31,90%,41,p.6,Probability of exceeding emissions of SSP scenarios
23,Land-use CO2 emission,ESA (excl. CN/JP),SSP5,2100,2.0°C runs,%,77,NA,10%,70,90%,84,p.6,Probability of exceeding emissions of SSP scenarios
24,CO2 emissions,East/SE Asia,SSP1_baseline,2100,2.0°C runs,TgCO2/year,500,NA,10%,NA,90%,NA,"Page 18, Figure 7",Value estimated visually from graph.
25,CO2 emissions,East/SE Asia,SSP2_baseline,2100,2.0°C runs,TgCO2/year,500,NA,10%,NA,90%,NA,"Page 18, Figure 7",Value estimated visually from graph.
26,CO2 emissions,East/SE Asia,SSP3_baseline,2100,2.0°C runs,TgCO2/year,550,NA,10%,NA,90%,NA,"Page 18, Figure 7",Value estimated visually from graph; greater than 500.
27,CO2 emissions,East/SE Asia,SSP4_baseline,2100,2.0°C runs,TgCO2/year,500,NA,10%,NA,90%,NA,"Page 18, Figure 7",Value estimated visually from graph.
