,Outcome,Region,Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,Temperature,Global,Current NDCs,2100,Pre-industrial,°C,3,NA,NA,NA,NA,NA,697,Implied by current NDCs
1,GHG Emissions,Global,Current NDCs,2030,NA,GtCO2eq.yr−1,52,NA,NA,NA,NA,NA,697,Estimate of greenhouse gas emission levels
2,GHG Emissions,Global,Current NDCs,2030,NA,GtCO2eq.yr−1,58,NA,NA,NA,NA,NA,697,Estimate of greenhouse gas emission levels
3,GHG Emissions,Global,1.5°C pathway,2030,NA,GtCO2eq.yr−1,25,NA,NA,NA,NA,NA,697,Estimate of greenhouse gas emission levels for 1.5°C pathway
4,GHG Emissions,Global,1.5°C pathway,2030,NA,GtCO2eq.yr−1,30,NA,NA,NA,NA,NA,697,Estimate of greenhouse gas emission levels for 1.5°C pathway
5,Global Mean Temperature,Global,Current NDC,2100,No CC,°C,2.8,NA,NA,NA,NA,NA,699,Median warming
6,Temperature,Global,CAT Pledges & Targets,2100,Pre-industrial,°C,3,NA,NA,NA,NA,NA,701,Based on 2018 CAT pathway
7,Temperature,Global,Current NDC reference,2100,CAT Pledges & Targets,°C,-0.2,NA,NA,NA,NA,NA,701,"Slightly more optimistic than 2018 CAT pathway, based on GHG emissions reduction of 1.5 GtCO2eq"
8,Temperature,Global,NDC reference,2100,1986-2005 level,°C,2.7,NA,10%,4,NA,NA,701,Increase in TXx (hottest day of the year)
9,Temperature,Global,1.5°C consistent,2100,1986-2005 level,°C,1.1,NA,50%,1.1,NA,NA,701,"Increase in TXx (hottest day of the year), 50% of the land area"
10,Temperature,Global,BE33,2100,1986-2005 level,°C,1.8,NA,50%,1.8,NA,NA,701,"Increase in TXx (hottest day of the year), 50% of the land area"
11,Temperature,Global,BE33,2100,1986-2005 level,°C,2,NA,NA,NA,39%,2,701,"Increase in TXx (hottest day of the year), 39% of the land area"
12,Temperature,Global,1.5°C consistent,2100,1986-2005 level,°C,2,NA,NA,NA,11%,2,701,"Increase in TXx (hottest day of the year), 11% of the land area"
13,Sea-level rise,Global,NDC reference,2100,Pre-industrial,cm,64,NA,66%,50,66%,81,701,GMSLR projection
14,Sea-level rise,Global,BE33,2100,Pre-industrial,cm,54,NA,66%,43,66%,68,701,GMSLR projection
15,Sea-level rise,Global,1.5°C consistent,2100,Pre-industrial,cm,45,NA,66%,36,66%,57,701,GMSLR projection
16,Sea-level rise,Global,NDC reference,2300,Pre-industrial,cm,190,NA,NA,140,NA,250,701,"GMSLR projection, extensions"
17,Sea-level rise,Global,BE33,2300,Pre-industrial,cm,140,NA,NA,110,NA,180,701,"GMSLR projection, extensions"
18,Sea-level rise,Global,1.5°C consistent,2300,Pre-industrial,cm,100,NA,NA,80,NA,130,701,"GMSLR projection, extensions"
19,GDP per capita,Latin America,1.5°C,2050,No CC,%,-11,NA,NA,NA,NA,NA,701,Reduction in GDP per capita
20,GDP per capita,South Asia,1.5°C,2050,No CC,%,-14,NA,NA,NA,NA,NA,701,Reduction in GDP per capita
21,GDP per capita,Least Developed Countries,1.5°C,2050,No CC,%,-14,NA,NA,NA,NA,NA,701,Reduction in GDP per capita
22,GDP per capita,Small Island Developing States,1.5°C,2050,No CC,%,-11,NA,NA,NA,NA,NA,701,Reduction in GDP per capita
23,GDP per capita,Latin America,BE33,2050,No CC,%,-14,NA,NA,NA,NA,NA,701,Reduction in GDP per capita
24,GDP per capita,South Asia,BE33,2050,No CC,%,-17,NA,NA,NA,NA,NA,701,Reduction in GDP per capita
25,GDP per capita,Least Developed Countries,BE33,2050,No CC,%,-17,NA,NA,NA,NA,NA,701,Reduction in GDP per capita
26,GDP per capita,Small Island Developing States,BE33,2050,No CC,%,-14,NA,NA,NA,NA,NA,701,Reduction in GDP per capita
27,GDP per capita,Latin America,Current NDCs,2050,No CC,%,-17,NA,NA,NA,NA,NA,701,Reduction in GDP per capita
28,GDP per capita,South Asia,Current NDCs,2050,No CC,%,-20,NA,NA,NA,NA,NA,701,Reduction in GDP per capita
29,GDP per capita,Least Developed Countries,Current NDCs,2050,No CC,%,-20,NA,NA,NA,NA,NA,701,Reduction in GDP per capita
30,GDP per capita,Small Island Developing States,Current NDCs,2050,No CC,%,-17,NA,NA,NA,NA,NA,701,Reduction in GDP per capita
31,GDP per capita,Latin America,1.5°C,2100,No CC,%,-29,NA,NA,NA,NA,NA,701,Reduction in GDP per capita
32,GDP per capita,South Asia,1.5°C,2100,No CC,%,-34,NA,NA,NA,NA,NA,701,Reduction in GDP per capita
33,GDP per capita,Least Developed Countries,1.5°C,2100,No CC,%,-34,NA,NA,NA,NA,NA,701,Reduction in GDP per capita
34,GDP per capita,Small Island Developing States,1.5°C,2100,No CC,%,-29,NA,NA,NA,NA,NA,701,Reduction in GDP per capita
35,GDP per capita,Latin America,BE33,2100,No CC,%,-43,NA,NA,NA,NA,NA,701,Reduction in GDP per capita
36,GDP per capita,South Asia,BE33,2100,No CC,%,-50,NA,NA,NA,NA,NA,701,Reduction in GDP per capita
37,GDP per capita,Least Developed Countries,BE33,2100,No CC,%,-50,NA,NA,NA,NA,NA,701,Reduction in GDP per capita
38,GDP per capita,Small Island Developing States,BE33,2100,No CC,%,-43,NA,NA,NA,NA,NA,701,Reduction in GDP per capita
39,GHG Emissions,Global,High CATPledges,2030,NA,GtCO2eq.,56.2,NA,NA,NA,NA,NA,Table 1,As reference
40,GHG Emissions,Global,NDC reference,2030,NA,GtCO2eq.,54.8,NA,NA,NA,NA,NA,Table 1,this study
41,GHG Emissions,Global,NDC 5% BE,2030,NA,GtCO2eq.,52.7,NA,NA,NA,NA,NA,Table 1,
42,GHG Emissions,Global,NDC 5% ALL,2030,NA,GtCO2eq.,52.2,NA,NA,NA,NA,NA,Table 1,
43,GHG Emissions,Global,NDC 10% BE,2030,NA,GtCO2eq.,50.6,NA,NA,NA,NA,NA,Table 1,
44,GHG Emissions,Global,NDC 10% ALL,2030,NA,GtCO2eq.,49.6,NA,NA,NA,NA,NA,Table 1,
45,GHG Emissions,Global,NDC 25% BE,2030,NA,GtCO2eq.,44.3,NA,NA,NA,NA,NA,Table 1,
46,GHG Emissions,Global,NDC 25% ALL,2030,NA,GtCO2eq.,41.8,NA,NA,NA,NA,NA,Table 1,
47,GHG Emissions,Global,NDC 33% BE,2030,NA,GtCO2eq.,41.0,NA,NA,NA,NA,NA,Table 1,
48,GHG Emissions,Global,NDC 33% ALL,2030,NA,GtCO2eq.,37.75,NA,NA,NA,NA,NA,Table 1,
49,Temperature Increase,Global,High CATPledges,2100,1750,°C,3.0,NA,NA,NA,NA,NA,Table 1,
50,Temperature Increase,Global,NDC reference,2100,1750,°C,2.8,NA,NA,NA,NA,NA,Table 1,this study
51,Temperature Increase,Global,NDC 5% BE,2100,1750,°C,2.56,NA,NA,NA,NA,NA,Table 1,
52,Temperature Increase,Global,NDC 5% ALL,2100,1750,°C,2.52,NA,NA,NA,NA,NA,Table 1,
53,Temperature Increase,Global,NDC 10% BE,2100,1750,°C,2.43,NA,NA,NA,NA,NA,Table 1,
54,Temperature Increase,Global,NDC 10% ALL,2100,1750,°C,2.35,NA,NA,NA,NA,NA,Table 1,
55,Temperature Increase,Global,NDC 25% BE,2100,1750,°C,2.1,NA,NA,NA,NA,NA,Table 1,
56,Temperature Increase,Global,NDC 25% ALL,2100,1750,°C,2.0,NA,NA,NA,NA,NA,Table 1,
57,Temperature Increase,Global,NDC 33% BE,2100,1750,°C,1.9,NA,NA,NA,NA,NA,Table 1,
58,Temperature Increase,Global,NDC 33% ALL,2100,1750,°C,1.75,NA,NA,NA,NA,NA,Table 1,
59,Sea-level rise,Global,NDC reference scenario,2100,1986-2005,cm,64,NA,NA,NA,NA,NA,7,Median value
60,Sea-level rise,Global,NDC reference scenario,2300,1986-2005,cm,190,NA,NA,NA,NA,NA,7,Median value
61,Sea-level rise,Global,BE33,2100,1986-2005,cm,54,NA,NA,NA,NA,NA,7,Median value
62,Sea-level rise,Global,BE33,2300,1986-2005,cm,140,NA,NA,NA,NA,NA,7,Median value
63,Sea-level rise,Global,1.5°C scenario,2100,1986-2005,cm,45,NA,NA,NA,NA,NA,7,Median value
64,Sea-level rise,Global,1.5°C scenario,2300,1986-2005,cm,100,NA,NA,NA,NA,NA,7,Median value
65,Temperature increase,Global,NDC reference scenario,2100,1986-2005,°C,2.7,NA,NA,NA,NA,NA,7,Median increase in annual maximum temperature (TXx)
66,Temperature increase,Global,BE33,2100,1986-2005,°C,1.8,NA,NA,NA,NA,NA,7,Median increase in annual maximum temperature (TXx)
67,Temperature increase,Global,1.5°C scenario,2100,1986-2005,°C,1.1,NA,NA,NA,NA,NA,7,Median increase in annual maximum temperature (TXx)
68,GDP reductions,Least Developed Countries,NDC reference scenario,2050,No CC,%,-20,NA,NA,NA,NA,NA,7,Median GDP reductions for LDCs relative to a no-climate-change scenario
