,Impacted Sector,Solution,Country(ies),Scenario,Quantification,Expression,Type of Value,Sample,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,Agriculture,Crop mix,China,Historical,MonetaryBenefits,AvoidedImpact [million USD / yr],Economic,N/A,million US dollars / yr,820,NA,NA,NA,NA,NA,Page 2,"Cumulative economic loss in China’s corn and soybeans sectors during 2001–2009, in 2009 US dollars, due to climate change impacts on crop yields."
1,Agriculture,Crop Mix Adjustment,China,NA,Regression Coefficient,N/A,Economic,Need,unit change in land use share,0.028,0.173,NA,NA,NA,NA,Table 2,Coefficient for meanGrs (mean growing season length) on OilSeeds land use share
2,Agriculture,Crop Mix Adjustment,China,NA,Regression Coefficient,N/A,Economic,Need,unit change in land use share,0.352,0.146,NA,NA,NA,NA,Table 2,"Coefficient for meanGrs (mean growing season length) on Cotton land use share, significant at p<0.05"
3,Agriculture,Crop Mix Adjustment,China,NA,Regression Coefficient,N/A,Economic,Need,unit change in land use share,0.166,0.178,NA,NA,NA,NA,Table 2,Coefficient for meanGrs (mean growing season length) on Vegetables land use share
4,Agriculture,Crop Mix Adjustment,China,NA,Regression Coefficient,N/A,Economic,Need,unit change in land use share,0.404,0.181,NA,NA,NA,NA,Table 2,"Coefficient for meanGrs (mean growing season length) on Orchards land use share, significant at p<0.05"
5,Agriculture,Crop Mix Adjustment,China,NA,Regression Coefficient,N/A,Economic,Need,unit change in land use share,0.078,0.206,NA,NA,NA,NA,Table 2,Coefficient for meanGrs (mean growing season length) on Specialties land use share
6,Agriculture,Crop Mix Adjustment,China,NA,Regression Coefficient,N/A,Economic,Need,unit change in land use share,0.299,0.057,NA,NA,NA,NA,Table 2,"Coefficient for meanPrep (mean precipitation) on Rice land use share, significant at p<0.01"
7,Agriculture,Crop Mix Adjustment,China,NA,Regression Coefficient,N/A,Economic,Need,unit change in land use share,-0.040,0.066,NA,NA,NA,NA,Table 2,Coefficient for meanPrep (mean precipitation) on Maize land use share
8,Agriculture,Crop Mix Adjustment,China,NA,Regression Coefficient,N/A,Economic,Need,unit change in land use share,-0.228,0.065,NA,NA,NA,NA,Table 2,"Coefficient for meanPrep (mean precipitation) on Wheat land use share, significant at p<0.01"
9,Agriculture,Crop Mix Adjustment,China,NA,Regression Coefficient,N/A,Economic,Need,unit change in land use share,0.064,0.058,NA,NA,NA,NA,Table 2,Coefficient for meanPrep (mean precipitation) on Soybeans land use share
10,Agriculture,Crop Mix Adjustment,China,NA,Regression Coefficient,N/A,Economic,Need,unit change in land use share,0.070,0.063,NA,NA,NA,NA,Table 2,Coefficient for meanPrep (mean precipitation) on Tubers land use share
11,Agriculture,Crop Mix Adjustment,China,NA,Regression Coefficient,N/A,Economic,Need,unit change in land use share,0.111,0.057,NA,NA,NA,NA,Table 2,"Coefficient for meanPrep (mean precipitation) on OilSeeds land use share, significant at p<0.1"
12,Agriculture,Crop Mix Adjustment,China,NA,Regression Coefficient,N/A,Economic,Need,unit change in land use share,-0.224,0.063,NA,NA,NA,NA,Table 2,"Coefficient for meanPrep (mean precipitation) on Cotton land use share, significant at p<0.01"
13,Agriculture,Crop Mix Adjustment,China,NA,Regression Coefficient,N/A,Economic,Need,unit change in land use share,0.105,0.060,NA,NA,NA,NA,Table 2,"Coefficient for meanPrep (mean precipitation) on Vegetables land use share, significant at p<0.1"
14,Agriculture,Crop Mix Adjustment,China,NA,Regression Coefficient,N/A,Economic,Need,unit change in land use share,0.011,0.065,NA,NA,NA,NA,Table 2,Coefficient for meanPrep (mean precipitation) on Orchards land use share
15,Agriculture,Crop Mix Adjustment,China,NA,Regression Coefficient,N/A,Economic,Need,unit change in land use share,0.203,0.073,NA,NA,NA,NA,Table 2,"Coefficient for meanPrep (mean precipitation) on Specialties land use share, significant at p<0.01"
