,Outcome,Country(ies),Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,Climate Disaster Probability,Unspecified,No Carbon Policy,2271,Time Zero,Percent,7,NA,NA,NA,NA,NA,3,Probability of climate disaster arising over the next 250 years (from time zero).
1,Climate Disaster Probability,Unspecified,No Carbon Policy,2521,Time Zero,Percent,9,NA,NA,NA,NA,NA,3,Probability of climate disaster arising over the next 500 years (from time zero).
2,Aggregate Consumption,Unspecified,Climate Disaster,2021,Trend,Percent,-33.33,NA,NA,NA,NA,NA,3,Defined as a drop in aggregate consumption by more than one third relative to trend. Using current year as no other year is specified.
3,Welfare,Unspecified,Optimal carbon-risk tax policy,2100,No CC,%,4,NA,NA,NA,NA,NA,5,Welfare gains for future generations; Year is assumed.
4,Climate disaster probability,Unspecified,Optimal carbon-risk tax policy,2100,BAU,%,-8,NA,NA,NA,NA,NA,5,Change in probability of crossing a calamitous climate tipping point from 9% to 1%; Year is assumed.
5,Output,None,BAU,2100,No CC,percent decline,-15,NA,NA,NA,NA,NA,6,"Under BAU, without carbon tax, output declines by 15%."
6,Climate disaster probability,Unspecified,Dirty energy shock,2050,No carbon tax,percentage points,5.0,NA,NA,NA,NA,NA,9,"Time-invariant Pareto-improving carbon taxes can help, but not enough to lower the climate-disaster probability below 2.7 percent for these two shocks."
7,Climate disaster probability,Unspecified,All shocks,2050,No carbon tax,percent,9.0,NA,NA,NA,NA,NA,9,captures climate-damage tipping points
8,Climate disaster probability,Unspecified,All shocks,2050,Fixed carbon tax,percent,3.0,NA,NA,NA,NA,NA,9,captures climate-damage tipping points
9,Climate disaster probability,Unspecified,All shocks,2050,CO2-dependent tax,percent,1.5,NA,NA,NA,NA,NA,9,captures climate-damage tipping points
10,Temperature,,Deterministic Benchmark,2141,No CC,degrees Celsius,2.8,NA,NA,NA,NA,NA,17,Maximum excess temperature (reached within 120 years)
11,Output,,Deterministic Benchmark,2141,No CC,percent,-2.5,NA,NA,NA,NA,NA,17,Maximum damages as % of final output (reached within 120 years)
12,Return to capital,,Deterministic Benchmark,2021,No CC,percent per year,3,NA,NA,NA,NA,NA,17,"Average, baseline deterministic calibration"
13,Utility,,Deterministic Benchmark,2021,No CC,percent,0.1,NA,NA,NA,NA,NA,17,Welfare-improving carbon tax increases expected utility
14,Carbon tax,,Deterministic Benchmark,2021,No CC,percent,10,NA,NA,NA,NA,NA,17,Optimal uniform
15,Carbon tax,,Deterministic Benchmark,2021,No CC,percent,5,NA,NA,NA,NA,NA,17,Optimal tax with restricted Pareto policy
16,GDP,,Deterministic,2171,No CC,%, -10,NA,NA,NA,NA,NA,18,"Corresponds to 150 years after the start of the simulation (2021+150), reaching 10% decline."
17,GDP,,Deterministic,2271,No CC,%,-18,NA,NA,NA,NA,NA,18,"Corresponds to 250 years after the start of the simulation (2021+250), peaking at 18% decline."
18,Welfare,,Deterministic,2171,Today,%,-6.5,NA,NA,NA,NA,NA,18,Welfare of generations born in 150 years (2171) is 6.5% lower than welfare of agents born today. The transition to clean energy takes 250 years and temperature increases by 4.5 degrees.
