,Impacted Sector,Solution,Country(ies),Scenario,Quantification,Expression,Type of Value,Sample,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,Agriculture,Efficiency,GCC countries,BAU,Water Consumption,BaselineImpact,Economic,Need,MCM,17009,NA,NA,NA,NA,NA,Table 7,Agricultural water consumption in 1990
1,Agriculture,Efficiency,GCC countries,BAU,Water Consumption,BaselineImpact,Economic,Need,MCM,22214,NA,NA,NA,NA,NA,Table 7,Agricultural water consumption in 2000
2,Agriculture,Efficiency,GCC countries,BAU,Water Consumption,BaselineImpact,Economic,Need,MCM,20060,NA,NA,NA,NA,NA,Table 7,Agricultural water consumption in 2010
3,Wastewater,Reuse,Bahrain,Any,Treated Wastewater,BaselineImpact,Economic,Need,MCM,48,NA,NA,NA,NA,NA,Table 6,Treated wastewater in 2010
4,Wastewater,Reuse,Kuwait,Any,Treated Wastewater,BaselineImpact,Economic,Need,MCM,156,NA,NA,NA,NA,NA,Table 6,Treated wastewater in 2010
5,Wastewater,Reuse,Oman,Any,Treated Wastewater,BaselineImpact,Economic,Need,MCM,60.5,NA,NA,NA,NA,NA,Table 6,Treated wastewater in 2010
6,Wastewater,Reuse,Qatar,Any,Treated Wastewater,BaselineImpact,Economic,Need,MCM,101,NA,NA,NA,NA,NA,Table 6,Treated wastewater in 2010
7,Wastewater,Reuse,KSA,Any,Treated Wastewater,BaselineImpact,Economic,Need,MCM,1334,NA,NA,NA,NA,NA,Table 6,Treated wastewater in 2010
8,Wastewater,Reuse,UAE,Any,Treated Wastewater,BaselineImpact,Economic,Need,MCM,556,NA,NA,NA,NA,NA,Table 6,Treated wastewater in 2010
9,Wastewater,Reuse,GCC countries,Any,Treated Wastewater,BaselineImpact,Economic,Need,MCM,2256,NA,NA,NA,NA,NA,Table 6,Total treated wastewater in 2010
10,Wastewater,Reuse,Bahrain,Any,Reused treated WW,MonetaryBenefits,Economic,Need,MCM,43,NA,NA,NA,NA,NA,Table 6,Reused treated wastewater in 2010
11,Wastewater,Reuse,Kuwait,Any,Reused treated WW,MonetaryBenefits,Economic,Need,MCM,96,NA,NA,NA,NA,NA,Table 6,Reused treated wastewater in 2010
12,Wastewater,Reuse,Oman,Any,Reused treated WW,MonetaryBenefits,Economic,Need,MCM,60.5,NA,NA,NA,NA,NA,Table 6,Reused treated wastewater in 2010
13,Wastewater,Reuse,Qatar,Any,Reused treated WW,MonetaryBenefits,Economic,Need,MCM,101,NA,NA,NA,NA,NA,Table 6,Reused treated wastewater in 2010
14,Wastewater,Reuse,KSA,Any,Reused treated WW,MonetaryBenefits,Economic,Need,MCM,219,NA,NA,NA,NA,NA,Table 6,Reused treated wastewater in 2010
15,Wastewater,Reuse,UAE,Any,Reused treated WW,MonetaryBenefits,Economic,Need,MCM,308,NA,NA,NA,NA,NA,Table 6,Reused treated wastewater in 2010
16,Wastewater,Reuse,GCC countries,Any,Reused treated WW,MonetaryBenefits,Economic,Need,MCM,875,NA,NA,NA,NA,NA,Table 6,Total reused treated wastewater in 2010
17,Municipal Water,Water Efficiency,GCC countries,GCC Unified Water Strategy,Water Savings,NonMonetaryBenefits,Economic,Need,BCM,3.7,NA,NA,NA,NA,NA,Page 13,Reduction in municipal water supply requirements in 2035 compared to BAU
18,Agriculture,Irrigation Efficiency,GCC countries,GCC Unified Water Strategy,Water Savings,NonMonetaryBenefits,Economic,Need,BCM,3.2,NA,NA,NA,NA,NA,Page 13,Reduction in agricultural water requirements in 2035 compared to 2015
19,Agriculture,Irrigation Efficiency,GCC countries,GCC Unified Water Strategy,Cumulative Water Savings,NonMonetaryBenefits,Economic,Need,MCM,29000,NA,NA,NA,NA,NA,Page 13,Cumulative agricultural water requirements savings for the period 2016-2035
20,Agriculture,Irrigation Efficiency,Bahrain,GCC Unified Water Strategy,Cumulative Water Savings,NonMonetaryBenefits,Economic,Need,MCM,1021,NA,NA,NA,NA,NA,Page 13,Cumulative agricultural water requirements savings for the period 2016-2035
21,Agriculture,Irrigation Efficiency,Kuwait,GCC Unified Water Strategy,Cumulative Water Savings,NonMonetaryBenefits,Economic,Need,MCM,2924,NA,NA,NA,NA,NA,Page 13,Cumulative agricultural water requirements savings for the period 2016-2035
22,Agriculture,Irrigation Efficiency,Oman,GCC Unified Water Strategy,Cumulative Water Savings,NonMonetaryBenefits,Economic,Need,MCM,1324,NA,NA,NA,NA,NA,Page 13,Cumulative agricultural water requirements savings for the period 2016-2035
23,Agriculture,Irrigation Efficiency,Qatar,GCC Unified Water Strategy,Cumulative Water Savings,NonMonetaryBenefits,Economic,Need,MCM,623,NA,NA,NA,NA,NA,Page 13,Cumulative agricultural water requirements savings for the period 2016-2035
24,Agriculture,Irrigation Efficiency,Saudi Arabia,GCC Unified Water Strategy,Cumulative Water Savings,NonMonetaryBenefits,Economic,Need,MCM,20516,NA,NA,NA,NA,NA,Page 13,Cumulative agricultural water requirements savings for the period 2016-2035
25,Agriculture,Irrigation Efficiency,UAE,GCC Unified Water Strategy,Cumulative Water Savings,NonMonetaryBenefits,Economic,Need,MCM,2689,NA,NA,NA,NA,NA,Page 13,Cumulative agricultural water requirements savings for the period 2016-2035
26,Agriculture,Wastewater Reuse,"Bahrain, Kuwait, Qatar",GCC Unified Water Strategy,Potential Contribution,NonMonetaryBenefits,Economic,Need,Percent,100,NA,NA,NA,NA,NA,Page 13,"Potential to fulfill agricultural sector water requirements via wastewater reuse, if properly treated. This applies to scenarios combining reducing water consumption, increasing wastewater collection, and improving irrigation efficiency."
27,Agriculture,Wastewater Reuse,"Oman, Saudi Arabia",GCC Unified Water Strategy,Potential Contribution,NonMonetaryBenefits,Economic,Need,Percent,15,NA,NA,NA,NA,NA,Page 13,"Potential contribution of wastewater to agricultural water consumption. It applies to scenarios combining reducing water consumption, increasing wastewater collection, and improving irrigation efficiency."
