,Outcome,Region,Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,Hot Days,Global,SSP2(45),2050,Current (1995–2014),days/year,20,NA,NA,NA,NA,NA,Page 3,Projected increase in frequency of hot days globally from 10 days to 19–21 days per year.
1,Heat Exposure Intensity,Global,SSP2(45),2050,Current (1995–2014),degrees Celsius,3,NA,NA,NA,NA,NA,Page 3,Projected increase in the intensity of acute heat exposure from historical 32°C to about 35°C.
2,95th Percentile Exposure,Global,SSP2(45),2050,Current (1995–2014),billion individuals,30,NA,NA,NA,NA,NA,Page 3,"Increase in population exposure to the 95th percentile of maximum daily temperature, affecting individuals aged 69+."
3,Heat Intensity Exposure,Europe,SSP2(45),2050,Current (1995–2014),percent,11,NA,NA,NA,NA,NA,Page 3,Projected increase in the TMAX95 exposure in Europe compared to the global average.
4,Temperature,Global,SSP1(26),2050,Historical,°C,1,NA,NA,NA,NA,NA,4,Average increase of 95th percentile of max temp distribution
5,Temperature,Global,SSP2(45),2050,Historical,°C,1,NA,NA,NA,NA,NA,4,Average increase of 95th percentile of max temp distribution
6,Temperature,Global,SSP3(70),2050,Historical,°C,1,NA,NA,NA,NA,NA,4,Average increase of 95th percentile of max temp distribution
7,Temperature,Global,SSP5(85),2050,Historical,°C,1,NA,NA,NA,NA,NA,4,Average increase of 95th percentile of max temp distribution
8,Hot Days,Europe,SSP1(26),2050,Historical,days/year,3,NA,NA,NA,NA,NA,4,Average increase in number of hot days
9,Hot Days,Europe,SSP2(45),2050,Historical,days/year,3,NA,NA,NA,NA,NA,4,Average increase in number of hot days
10,Hot Days,Europe,SSP3(70),2050,Historical,days/year,3,NA,NA,NA,NA,NA,4,Average increase in number of hot days
11,Hot Days,Europe,SSP5(85),2050,Historical,days/year,3,NA,NA,NA,NA,NA,4,Average increase in number of hot days
12,Cooling Degree Days,Europe,SSP1(26),2050,Historical,%,200,NA,NA,NA,NA,NA,4,More than tripling from historical value
13,Cooling Degree Days,Europe,SSP2(45),2050,Historical,%,200,NA,NA,NA,NA,NA,4,More than tripling from historical value
14,Cooling Degree Days,Europe,SSP3(70),2050,Historical,%,200,NA,NA,NA,NA,NA,4,More than tripling from historical value
15,Cooling Degree Days,Europe,SSP5(85),2050,Historical,%,200,NA,NA,NA,NA,NA,4,More than tripling from historical value
16,69+ Population Share,Global,SSP1(26),2050,Historical,%,12.5,NA,NA,NA,NA,NA,4,Approximate average percentage of 69+ population share
17,69+ Population Share,Global,SSP2(45),2050,Historical,%,12.5,NA,NA,NA,NA,NA,4,Approximate average percentage of 69+ population share
18,69+ Population Share,Global,SSP3(70),2050,Historical,%,12.5,NA,NA,NA,NA,NA,4,Approximate average percentage of 69+ population share
19,69+ Population Share,Global,SSP5(85),2050,Historical,%,12.5,NA,NA,NA,NA,NA,4,Approximate average percentage of 69+ population share
20,69+ Population Share,Africa,SSP1(26),2050,Historical,%,12,NA,NA,NA,NA,NA,4,Remains well below the global average
21,69+ Population Share,Africa,SSP2(45),2050,Historical,%,12,NA,NA,NA,NA,NA,4,Remains well below the global average
22,69+ Population Share,Africa,SSP3(70),2050,Historical,%,12,NA,NA,NA,NA,NA,4,Remains well below the global average
23,69+ Population Share,Africa,SSP5(85),2050,Historical,%,12,NA,NA,NA,NA,NA,4,Remains well below the global average
24,69+ Population Share,Europe,SSP1(26),2050,Historical,%,20,NA,NA,NA,NA,NA,4,Will host about one-fifth of global 69+ population
25,69+ Population Share,Europe,SSP2(45),2050,Historical,%,20,NA,NA,NA,NA,NA,4,Will host about one-fifth of global 69+ population
26,69+ Population Share,Europe,SSP3(70),2050,Historical,%,20,NA,NA,NA,NA,NA,4,Will host about one-fifth of global 69+ population
27,69+ Population Share,Europe,SSP5(85),2050,Historical,%,20,NA,NA,NA,NA,NA,4,Will host about one-fifth of global 69+ population
28,69+ Population Share Increase,Europe,SSP1(26),2050,Historical,Times,2,NA,NA,NA,NA,NA,4,A more than doubling observed in most regions.
29,69+ Population Share Increase,Europe,SSP2(45),2050,Historical,Times,2,NA,NA,NA,NA,NA,4,A more than doubling observed in most regions.
30,69+ Population Share Increase,Europe,SSP3(70),2050,Historical,Times,2,NA,NA,NA,NA,NA,4,A more than doubling observed in most regions.
31,69+ Population Share Increase,Europe,SSP5(85),2050,Historical,Times,2,NA,NA,NA,NA,NA,4,A more than doubling observed in most regions.
32,69+ Population Share Increase,South America,SSP1(26),2050,Historical,Times,2,NA,NA,NA,NA,NA,4,A more than doubling observed in most regions.
33,69+ Population Share Increase,South America,SSP2(45),2050,Historical,Times,2,NA,NA,NA,NA,NA,4,A more than doubling observed in most regions.
34,69+ Population Share Increase,South America,SSP3(70),2050,Historical,Times,2,NA,NA,NA,NA,NA,4,A more than doubling observed in most regions.
35,69+ Population Share Increase,South America,SSP5(85),2050,Historical,Times,2,NA,NA,NA,NA,NA,4,A more than doubling observed in most regions.
36,Heat Exposure,Global,SSP2(45),2050,Current population,times,3,NA,NA,NA,NA,NA,5,Minimum estimate of increase.
37,Heat Exposure,Asia,SSP2(45),2050,Other regions,times,4,NA,NA,NA,NA,NA,5,Asia compared to all other regions.
